System*,Property Name,Property Address 1,Property City,Property State*,Property Zip,Units Count,Service Status*,Contract Status*,Property Type*,Risk Status*,Expiration Date,Effective Date,House Misc Code,Sales Stage *,Assigned AE *,In Stage Date,MDU Complex ID,Opportunity Type *,Opportunity Comments,No Sale Outcome *,No Sale Reason *
Chicago City,933 Van Buren Condominiums,933 W. Van Buren Street,Chicago,IL,60607,180,Bulk,Active,Condominium,>24,4/1/2019,4/1/2014,673Q,Completed,"Kelly, Tricia",3/17/2014,73699,Renewal,Digital Starter with 1 HDBox,,
Chicago City,933 W. Fletcher Street Apartments,933 W. Fletcher Street,Chicago,IL,60657,8,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,594G,Completed,"Butler, David",6/22/2012,416071,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,936 W SUNNYSIDE AVE,936 W SUNNYSIDE AVE,CHICAGO,IL,60640,20,Retail,,Apartment,No Contract,,,620D,,,,180121,,,,
Chicago City,9400 S. Laflin Street Apartments,9400 S. Laflin Street,Chicago,IL,60620,15,Retail,,Apartment,No Contract,,,,Contract Document Review,"Butler, David",6/19/2015,434836,Renewal,,,
Chicago City,9401 South Ashland Apartments,9401 S. Ashland Ave.,Chicago,IL,60620,28,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Taylor, Bryant",1/28/2015,429152,New Build,,"Service, No New Agreement",Unknown
Chicago City,9406 - 9410 S. Laflin Street Apartments (Teninga Bergstrom Realty Portfolio),9406 - 9410 S. Laflin Street,Chicago,IL,60620,7,Retail,Expired,Apartment,Expired,10/17/2010,10/17/2000,972H,,,,411207,,,,
Chicago City,941 W. Agatite Avenue Apartments (Margyle Management Portfolio),941 W. Agatite Avenue,Chicago,IL,60640,39,Retail,Active,Apartment,>24,3/7/2020,3/7/2015,M687,Unassigned,,1/23/2014,412931,Renewal,,,
Chicago City,944 W. Grace Street Apartments (Zale Company Portfolio),944 W. Grace Street,Chicago,IL,60613,80,Retail,Active,Apartment,Auto-Renewed,11/22/2015,11/22/2014,986G,Contact Made,"Herreweyers, Joe",7/6/2015,411650,Renewal,,,
Chicago City,944-48 N. Orleans Apartments,944-48 N. Orleans,Chicago,IL,60610,23,Retail,Active,Apartment,>24,4/7/2020,4/7/2015,,,,,13126,,,,
Chicago City,945 W. Fulton Market Apartments,945 W. Fulton Market,Chicago,IL,60607,8,Not Serviced,,Apartment,Not Serviced,,,,Unassigned,,4/10/2014,423831,Win Back,,,
Chicago City,950 W. Huron Condominiums,950 W. Huron Street,Chicago,IL,60642,40,Bulk,Active,Condominium,>24,12/31/2018,12/31/2013,635A,Completed,"Metzer, Joshua",12/12/2013,17491,Renewal,,"Service, No New Agreement",
Chicago City,957 - 959 W. Armitage Avenue Apartments (Kass Management Services Portfolio),957 - 959 W. Armitage Avenue,Chicago,IL,60614,11,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409322,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,957 E. 62nd Street Apartments (Chicago Property Management Portfolio),951-957 E. 62nd Street,Chicago,IL,60637,6,Retail,Active,Apartment,>24,5/22/2020,5/22/2015,920H,Unassigned,,10/29/2013,408727,Renewal,Working with Andy Goodman of Wolcott Group on portfolio.,,
Chicago City,957 N HAMLIN AVE,957 N HAMLIN AVE,CHICAGO,IL,60651,6,Not Serviced,,Condominium,Not Serviced,,,,,,,181295,,,,
Chicago City,974 W. 35th Place Condominiums f/k/a Morgan Street Lofts Condominims,974 W. 35th Place,Chicago,IL,60609,60,Bulk,Active,Condominium,>12<=24,3/1/2017,3/1/2007,358L,,,,257485,,,,
Chicago City,9848 S. Walden Parkway Apartments (Teninga Bergstrom Realty Portfolio),9848 S. Walden Parkway,Chicago,IL,60643,13,Retail,Expired,Apartment,Expired,10/17/2010,10/17/2000,972H,,,,411617,,,,
Chicago City,990 N. Lake Shore Drive Condominiums,990 N. Lake Shore Drive,Chicago,IL,60611,145,Not Serviced,,Condominium,Not Serviced,,,833R,No Sale,"Metzer, Joshua",11/7/2012,75632,Win Back,"Spoke with Barbara, Shannon unavailable, they are in contract with other, happy with current service, offered to present a bid for bulk services, barbara will pass my message.",No Right To Service,Competitive Service Offering
Chicago City,999 N. Lake Shore Drive Condominiums,999 N. Lake Shore Drive,Chicago,IL,60611,26,Not Serviced,,Condominium,Not Serviced,,,8770,No Sale,"Metzer, Joshua",1/23/2014,9983,Win Back,Bulk proposal submitted. RCN agreement active through June 2014. Following up in April.,No Right To Service,Competitive Price
Chicago City,A & J DEVELOPMENT,6250-52 N. Magnolia,Chicago,IL,60660,21,Retail,Active,Apartment,Auto-Renewed,11/6/2016,11/6/2011,802T,,,,17533,,,,
Chicago City,A Safe Haven,7349-55 N. Damen,Chicago,IL,60645,26,Retail,,Assisted Living,No Contract,,,690Q,,,,11023,,,,
Chicago City,A Safe Haven,7342 - 7346 S. Kingston Avenue,Chicago,IL,60649,18,Retail,Active,Assisted Living,Auto-Renewed,9/15/2016,9/15/2015,621E,,,,11024,,,,
Chicago City,A Safe Haven,3821-23 W. Wrightwood,Chicago,IL,60647,13,Not Serviced,,Apartment,Not Serviced,,,620E,,,,74310,,,,
Chicago City,A Safe Haven,2049 - 2057 W. Jarvis Avenue,Chicago,IL,60645,26,Not Serviced,,Assisted Living,Not Serviced,,,,,,,202708,,,,
Chicago City,A Sweet Life Townhomes,2901-05 N. Lakewood,Chicago,IL,60657,7,Retail,Active,Condominium,Auto-Renewed,8/20/2016,8/20/2015,,,,,9693,,,,
Chicago City,Aberdeen Apartments,7654 - 7656 S. Aberdeen Street,Chicago,IL,60620,11,Retail,Active,Apartment,>24,3/30/2026,3/30/2011,784L,Completed,"Butler, David",3/30/2011,407500,Renewal,340 unit portfolio,,
Chicago City,Academy Square Apartments,318 S. Throop Street,Chicago,IL,60607,200,Retail,Active,Apartment,>24,8/25/2025,8/25/2015,506F,Completed,"Emperado, Todd",7/27/2015,429385,Renewal,Access Agreement with Rev Share,,
Chicago City,Acme Lofts,2201 W. Wabansia Avenue,Chicago,IL,60647,25,Bulk,Active,Condominium,>12<=24,10/1/2017,10/1/2012,657A,Completed,"Kung, Theresa",9/14/2012,17539,Renewal,,,
Chicago City,Acorn Condominiums,11214 - 11218 S. Indiana,Chicago,IL,60628,27,Retail,Active,Condominium,>24,7/20/2021,7/20/2006,035G,,,,218237,,,,
Chicago City,Adams Court Apartments,4834-4850 W. Adams Street,Chicago,IL,60644,40,Retail,,Apartment,No Contract,,,1353,,,,429528,,,,
Chicago City,Adams Street Condominiums,832 - 842 W. Adams Street,Chicago,IL,60607,12,Retail,,Condominium,No Contract,,,964S,,,,413119,,,,
Chicago City,Addison Claremont Building,2332-48 W. Addison Street,Chicago,IL,60618,42,Retail,Active,Apartment,>24,1/6/2020,1/6/2005,246B,,,,178687,,,,
Chicago City,Addison Manor Condo,6557-61 W. Addison,Chicago,IL,60634,12,Retail,Expired,Condominium,Expired,5/10/1998,4/10/1998,4946,,,,74371,,,,
Chicago City,Addison on the Park,Clark & Addison,Chicago,IL,,148,Not Serviced,,Apartment,Not Serviced,,,,Contact Made,"Esler, Theodore",9/23/2015,434705,New Build,,,
Chicago City,Addison Pointe Condominiums,8359 W. Addison,Chicago,IL,60634,41,Retail,Active,Condominium,>24,12/18/2021,12/18/2006,557C,Completed,"Corbin, Denise",12/18/2006,233163,Renewal,,,
Chicago City,Addison Station,1801 - 1811 W. Addison,Chicago,IL,60613,24,Retail,Active,Apartment,Auto-Renewed,5/6/2017,5/6/2012,927R,,,,181088,,,,
Chicago City,Addison West Apartments (Parliament Enterprises Portfolio),812 - 830 W. Addison Street,Chicago,IL,60613,32,Retail,Active,Assisted Living,>24,6/14/2020,6/14/2015,958M,,,,411690,,,,
Chicago City,Admiral's Pointe Condominiums,645 N. Kingsbury Street,Chicago,IL,60654,171,Not Serviced,,Condominium,Not Serviced,,,686A,Negotiating,"Esler, Theodore",9/1/2015,220703,Win Back,,,
Chicago City,Advocate Illinois Masonic Medical Center,836 W. Wellington,Chicago,IL,60657,393,Not Serviced,,Hospital,Not Serviced,,,,No Sale,"Hartman, Daniel",4/29/2015,430305,Win Back,,No Right To Service,Comcast Service Experience
Chicago City,Ainslie and Hermitage Apartments,1718 - 1732 W. Ainslie,Chicago,IL,60640,38,Retail,Active,Apartment,Auto-Renewed,3/4/2016,3/4/2015,666C,,,,72461,,,,
Chicago City,Ainslie Manor Condominiums,4892-96 N. Ashland and 1603-09 W. Ainslie,Chicago,IL,60640,32,Retail,Expired,Condominium,Expired,2/26/2006,2/26/2005,,,,,75547,,,,
Chicago City,Ainslie/Park Condominium Associaion,840-46 W. Ainslie,Chicago,IL,60640,81,Retail,,Condominium,No Contract,,,282Z,Contact Made,"Cesario, James",7/6/2015,395241,Renewal,,,
Chicago City,Albany Condominiums,4012-20 N. Albany,Chicago,IL,60625,32,Retail,Active,Condominium,>24,6/24/2019,6/24/2004,904C,,,,91740,,,,
Chicago City,Albany Park Manor,4952 - 4966 N. Spaulding,Chicago,IL,60625,30,Retail,Active,Condominium,>24,10/21/2020,10/21/2005,959C,,,,195077,,,,
Chicago City,Albany Terrace,3030 W. 21st Place,Chicago,IL,60623,350,Retail,,Apartment,No Contract,,,4577,No Sale,"Emperado, Todd",11/24/2014,423992,Renewal,,"Service, No New Agreement",Other...
Chicago City,Albion Apartments,2800-2808 W. Albion Avenue f/k/a 2600-08 W. Albion Avenue,Chicago,IL,60645,12,Retail,Active,Apartment,>24,1/6/2020,1/6/2005,238Z,,,,178691,,,,
Chicago City,Albion at Loyola Station,"1219, 1223, 1227, 1231, 1235 W. Albion Avenue",Chicago,IL,60626,29,Retail,Active,Apartment,>24,3/31/2023,3/31/2013,713D,Negotiating,"Carnahan, Nicole",4/28/2015,423183,Renewal,This is Part of Loyola Mangement,,
Chicago City,Alden Lakeland,820 W. Lawrence Avenue,Chicago,IL,60640,104,Not Serviced,,Nursing Home,Not Serviced,,,,No Sale,"Cesario, James",3/19/2014,424863,Win Back,Moved to no sale after numerous attempts client did not call back.,"Service, No New Agreement",Unknown
Chicago City,Aldine Harbor Condominiums,525 West Aldine Avenue,Chicago,IL,60657,25,Bulk,Active,Condominium,>6<=12,6/23/2016,6/23/2006,618Z,,,,72553,,,,
Chicago City,Alexandria on Belmont Condominiums,1425 W. Belmont,Chicago,IL,60657,15,Not Serviced,,Condominium,Not Serviced,,,,,,,434873,,,,
Chicago City,All Saints,11701 S. State Street,Chicago,IL,60628,43,Retail,Active,Senior Apartments,>12<=24,9/1/2017,9/1/2012,159G,Completed,"Bray, Noel",9/26/2012,418549,New Build,,,
Chicago City,Alpha Towers Apartments,936 E. 47th Street,Chicago,IL,60653,149,Retail,Active,Apartment,>24,1/31/2024,1/31/2014,837R,Completed,"Kung, Theresa",1/24/2014,12327,Renewal,,"Service, No New Agreement",
Chicago City,Alta at K Station,555 W. Kinzie Street,Chicago,IL,60661,848,Not Serviced,,Apartment,Not Serviced,,,,Negotiating,"Emperado, Todd",7/1/2015,360179,Win Back,,,
Chicago City,Altgeld Club Condominiums,1350 W. Fullerton Avenue,Chicago,IL,60614,59,Bulk,Active,Condominium,>24,5/28/2019,5/28/2014,644H,Completed,"Cesario, James",5/29/2014,9796,Renewal,Submitted all five Delware Realty Properties as Portfolio using Garibaldi Square as approval template.,,
Chicago City,Altgeld Club Townhomes,1349 - 1355 W. Fullerton,Chicago,IL,60614,46,Retail,Active,Town Homes,Auto-Renewed,11/1/2015,9/1/2015,532F,No Sale,"Neufeld, Richard",8/19/2010,187795,Renewal,"Switching fromk Bulk to retail, will offer key money for exclusive marketing","Service, No New Agreement",Other...
Chicago City,Altgeld Court Condominiums,1300 W. Altgeld & 1267 W. Wrightwood,Chicago,IL,60600,44,Retail,,Condominium,No Contract,,,479C,,,,17448,,,,
Chicago City,Altgeld Gardens,969 E. 132nd Place,Chicago,IL,60827,1998,Retail,Active,Public Housing,>24,8/19/2018,8/19/2008,771F,Completed,"Butler, David",8/12/2009,361264,New Build,We are waiting for the appropriate approvals for full execution. This property is live. Contract have been sent to Sue Gibbs for signature.,,
Chicago City,Ambassador House Condominiums,1325 N. State Parkway,Chicago,IL,60610,112,Bulk,Active,Condominium,>6<=12,8/29/2016,8/29/2011,645E,Negotiating,"Metzer, Joshua",8/5/2015,9797,Renewal,,,
Chicago City,Americana Towers Condominiums,1636 N. Wells Street,Chicago,IL,60614,419,Bulk,Active,Condominium,>24,3/31/2019,3/31/2014,687E,Completed,"Butler, David",3/26/2014,84799,Renewal,Sudler,,
Chicago City,Amhurst Lofts Condminium,2600 N. Southport,Chicago,IL,60614,69,Retail,,Condominium,No Contract,,,936B,Unassigned,,1/23/2014,397379,Renewal,"Services Agreement Required (Bulk potential) letter sent 1/14/2013. JM 10/29 - Property is serviced, no contract, penetration figures unavailable.",,
Chicago City,AMLI 900,900 S. Clark Street,Chicago,IL,,440,Not Serviced,,Apartment,Not Serviced,,,,Assigned,"Chazin Kupst, Patricia",12/8/2014,259684,Renewal,,,
Chicago City,AMLI Lofts,850 S. Clark Street,Chicago,IL,60610,398,Not Serviced,,Apartment,Not Serviced,,,,,,,420298,,,,
Chicago City,AMLI River North,71 W. Hubbard Street,Chicago,IL,60654,409,Retail,Active,Apartment,>24,3/1/2020,3/1/2012,984A,Completed,"Slovin, Michael",11/30/2012,421282,Renewal,************************NATIONAL OPPORTUNITY PORTFOLIO - Only assigned team members are to make changes to this portfolio. Any questions please contact your manager or Sandy Edwards.**********************************,,
Chicago City,Anchor House Condominiums,1230 W. 76th Street,Chicago,IL,60620,115,Retail,Active,Condominium,Auto-Renewed,2/6/2016,2/6/2015,710X,Negotiating,"Herreweyers, Joe",8/3/2015,72599,Renewal,,,
Chicago City,Anchor Lofts,215 - 217 W. Illinois Street (215 W Illinois CSG Billing Address),Chicago,IL,60654,18,Retail,,Condominium,No Contract,,,657E,,,,73014,,,,
Chicago City,Anderson Glen Condo,1402 - 08 W. Foster,Chicago,IL,60640,50,Retail,,Condominium,No Contract,,,,,,,419976,,,,
Chicago City,Anita Manor Apartments,832 - 834 W. Fullerton,Chicago,IL,60614,36,Retail,Active,Apartment,Auto-Renewed,4/17/2016,4/17/2011,749C,,,,10405,,,,
Chicago City,Anixter Center,1122 N. California,Chicago,IL,60622,17,Retail,Expired,Apartment,Expired,8/31/2011,8/31/2001,5184,,,,17508,,,,
Chicago City,Ann Lenor Apartments a/k/a 917 W. Dakin Street Apartments (Kass Management Services Portfolio),917 W. Dakin Street,Chicago,IL,60613,36,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,10574,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,ANTIOCH HOMES-6613-21 S. Normal Blvd.,ANTIOCH HOMES-6613-21 S. Normal Blvd.,CHICAGO,IL,60621,28,Retail,,Condominium,No Contract,,,,,,,395790,,,,
Chicago City,Aqua at Lake Shore East Apartments,225 North Columbus Drive,Chicago,IL,60601,474,Bulk,Active,Apartment,>24,3/13/2019,3/13/2009,385L,Completed,"Butler, David",8/12/2009,361287,New Build,This is part of the Lakeshore East development by Magellan Development. They will be constructing 5000 units at this site. The redline documents are being reviewed by Mary Kane. 01/12/09. Kim Sharon made a second round of revisions base on a 95%,,
Chicago City,Aqua at Lakeshore East Condominiums,225 N. Columbus Drive,Chicago,IL,60601,260,Bulk,Active,Condominium,>24,3/31/2019,3/31/2009,390L,No Sale,"Butler, David",4/24/2014,361288,New Build,This is part of the Lakeshore East development by Magellan Development. They will be constructing 5000 units at this site. The redline documents are being reviewed by Mary Kane. 01/12/09. Kim Sharon made some additional changes and were sent for,"Service, No New Agreement",Competitive Price
Chicago City,Aqua at Lakeshore East Parkhomes Condominiums,192-208 N. Park Street (192 N Park Street CSG Billing Address),Chicago,IL,60601,9,Bulk,Active,Condominium,>24,10/31/2022,10/31/2012,257K,Completed,"Butler, David",10/31/2012,408636,New Build,This is part of Magellan Development and 5000 planned units. There are nine units here and they are selling from 2.5 million dollars.,,
Chicago City,Arbor Court f/k/a 1257 W. Lunt Apartments,1257 W. Lunt Avenue,Chicago,IL,60626,54,Retail,,Apartment,No Contract,,,712X,Unassigned,,1/23/2014,394400,Renewal,,,
Chicago City,Arbor Lane Condominiums,6550 W. Belmont Avenue,Chicago,IL,60634,90,Retail,Active,Condominium,>24,4/14/2019,4/14/2014,723B,Completed,"Hazelhorst, Jennifer",6/18/2014,425472,Renewal,,,
Chicago City,Archer & 23rd Street Townhouses,2275 - 2785 S. Archer,Chicago,IL,60616,14,Retail,Active,Town Homes,Auto-Renewed,6/22/2016,6/22/2015,,,,,9710,,,,
Chicago City,Archer Avenue Senior Residences,2932 S. Archer,Chicago,IL,60608,55,Retail,Active,Senior Apartments,>24,9/4/2021,9/4/2006,202B,,,,219883,,,,
Chicago City,Archer Building Lofts Condominiums,2310 S. Canal,Chicago,IL,60616,73,Retail,Active,Apartment,>24,5/25/2021,5/25/2006,809M,,,,72538,,,,
Chicago City,Archer Court Apartments,2242 S. Princeton,Chicago,IL,60616,147,Retail,Active,Apartment,>24,11/14/2017,11/14/2002,910S,,,,73548,,,,
Chicago City,Archer Court Townhomes,2235 - 2269 S. Archer,Chicago,IL,60616,43,Retail,Active,Town Homes,>24,11/1/2017,11/1/2002,949S,,,,72522,,,,
Chicago City,Archer Heights I Condominiums,3838 W. 47th Street,Chicago,IL,60632,8,Retail,Active,Condominium,Auto-Renewed,3/21/2016,3/21/2011,970Q,,,,17463,,,,
Chicago City,Archer Heights I Condominiums,3848 W. 47th Street,Chicago,IL,60632,11,Retail,Active,Condominium,Auto-Renewed,3/21/2016,3/21/2011,968Q,,,,17464,,,,
Chicago City,Archer Heights II Condominiums,3812 W. 47th Street,Chicago,IL,60632,8,Retail,Active,Condominium,Auto-Renewed,3/21/2016,3/21/2011,971Q,,,,17461,,,,
Chicago City,Archer Heights II Condominiums,3816 W. 47th Street,Chicago,IL,60632,8,Retail,Active,Condominium,Auto-Renewed,3/21/2016,3/21/2011,969Q,,,,17462,,,,
Chicago City,Archer Heights II Condominums,3820 W. 47th Street,Chicago,IL,60632,11,Retail,Active,Condominium,Auto-Renewed,3/21/2016,3/21/2011,,,,,17465,,,,
Chicago City,Archer Hotel & Apartments,3022 S. Archer Avenue,Chicago,IL,60608,41,Retail,Active,Apartment,>24,11/11/2025,11/11/2010,458R,Completed,"Neufeld, Richard",11/11/2010,404231,New Build,"Residents have no service, asking owner to get Comcast on site",,
Chicago City,ARCHER INVESMENT CO.,68-20-221/2,CHICAGO,IL,60637,25,Retail,Active,Apartment,>24,6/15/2020,6/15/2010,,,,,16056,,,,
Chicago City,Archer Place Condominiums,2272 S. Archer,Chicago,IL,60616,60,Retail,Active,Condominium,>24,5/23/2022,5/23/2007,772E,,,,215534,,,,
Chicago City,Archer Square Townhomes,3335-3371 S. Archer Avenue,Chicago,IL,60608,32,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Cesario, James",3/24/2014,422285,New Build,Did not receive communication from board.,"Service, No New Agreement",Unknown
Chicago City,Ardmin Courtyard Condominiums,5417 S. Melvina,Chicago,IL,60638,10,Retail,Active,Condominium,Auto-Renewed,7/25/2016,7/25/2011,932Q,,,,17476,,,,
Chicago City,Ardmore Early Building,1333-41 W. Ardmore Avenue,Chicago,IL,60660,22,Retail,Active,Apartment,>24,1/6/2020,1/6/2005,815M,,,,178688,,,,
Chicago City,Ardmore Square Condominiums,1237-1243 W. Ardmore Avenue,Chicago,IL,60660,13,Retail,Active,Condominium,>24,4/30/2023,4/30/2013,644Z,Completed,"Metzer, Joshua",5/21/2013,72536,Renewal,"Letter sent 1/10/13. JM 10/29 - Currently in bulk contract on auto-renewal, expires 6/1/2013, OPPORTUNITY.",,
Chicago City,Ardmore Victoria Building,1267-71 W. Ardmore Avenue,Chicago,IL,60660,15,Retail,Active,Apartment,>24,1/6/2020,1/6/2005,814M,,,,178689,,,,
Chicago City,Ardmore Winthrop Apartments,5747 N. Winthrop Avenue,Chicago,IL,60660,97,Retail,Active,Apartment,>24,6/6/2020,6/6/2015,922H,Contact Made,"Metzer, Joshua",2/27/2015,15036,Renewal,"6/6/2015, then 5 years",,
Chicago City,Argyle Apartments,840 - 850 W. Argyle Street (840 W Argyle Street CSG Billing Address),Chicago,IL,60640,88,Bulk,Active,Senior Apartments,>24,1/1/2020,1/1/2015,696H,Completed,"Metzer, Joshua",12/18/2014,12968,Renewal,,,
Chicago City,Argyle Corridor,1261 - 1301 W. Argyle Street,Chicago,IL,60640,62,Retail,Active,Condominium,>24,6/9/2020,6/9/2005,894N,,,,185884,,,,
Chicago City,Argyle Manor a/k/a Argyle Beach Apartments,901 W. Argyle,Chicago,IL,60640,75,Retail,Active,Apartment,Auto-Renewed,11/11/2015,11/11/2014,274A,No Sale,"Cesario, James",6/8/2015,10394,Renewal,Staying w/AM3,,Other...
Chicago City,Arkadia Tower,765 W. Adams,Chicago,IL,60661,351,Not Serviced,,Apartment,Not Serviced,,,,,,,435102,,,,
Chicago City,Arlington Place Apartments (Parliament Enterprises Portfolio),543 - 549 W. Arlington Place,Chicago,IL,60614,38,Retail,Active,Apartment,>24,6/14/2020,6/14/2015,958M,,,,411681,,,,
Chicago City,Arlington Place Condominiums,644 W. Arlington Place,Chicago,IL,60614,44,Bulk,Active,Condominium,>24,5/15/2018,5/15/2013,647H,Completed,"Kung, Theresa",5/20/2013,72485,Renewal,,,
Chicago City,Armitage Commons Apartments,3720 W. Armitage Avenue,Chicago,IL,60647,104,Retail,,Apartment,No Contract,,,749B,Contact Made,"Perry, Kay'elen",9/18/2015,423937,Renewal,,,
Chicago City,Armitage Howe Condominiums,635 - 639 W. Armitage (635 W Armitage CSG Billing Address),Chicago,IL,60614,15,Retail,,Condominium,No Contract,,,658H,,,,9804,,,,
Chicago City,Armitage Square Condominiums,2738 W. Armitage Avenue,Chicago,IL,60647,50,Retail,Active,Condominium,>24,8/13/2022,8/13/2007,712Y,,,,219662,,,,
Chicago City,Armitage-Humboldt Apartments,3004 W. Armitage Avenue,Chicago,IL,60647,45,Retail,Active,Apartment,>24,6/1/2023,6/1/2013,447C,Completed,"Kung, Theresa",7/16/2013,401324,Win Back,,,
Chicago City,Armour Square Apartments,3120 S. Wentworth Avenue,Chicago,IL,60616,167,Not Serviced,,Apartment,Not Serviced,,,P370,Contact Made,"Valerio Jr, Gill",6/23/2015,429756,Renewal,,,
Chicago City,Art House Lofts,14 N. Sangamon,Chicago,IL,60607,28,Retail,Active,Condominium,>24,10/10/2017,10/10/2012,849T,,,,73662,,,,
Chicago City,Artesian Square Condomimiums,6315 - 21 N. Artesian,Chicago,IL,60659,25,Retail,Active,Condominium,>24,12/12/2021,12/12/2006,039A,,,,231546,,,,
Chicago City,Arthur & California Condominiums,6449-6459 N. California Avenue,Chicago,IL,60645,32,Not Serviced,,Condominium,Not Serviced,,,,,,,417102,,,,
Chicago City,Arthur Newgard Apartments,1412 - 18 W. Arthur and 6503-09 N. Newgard Avenue,Chicago,IL,60626,25,Retail,Active,Apartment,>24,9/17/2022,9/17/2007,781F,,,,287551,,,,
Chicago City,Artist In Residence a/k/a 6165 N. Winthrop Apartments,6165 N. Winthrop Avenue,Chicago,IL,60660,103,Retail,Active,Apartment,Auto-Renewed,8/6/2017,8/6/2015,838N,Contact Made,"Metzer, Joshua",9/15/2015,195376,Renewal,,,
Chicago City,Artist Village Lofts,1958 North Fairfield,Chicago,IL,60647,39,Retail,,Condominium,No Contract,,,5107,Unassigned,,1/23/2014,74181,Renewal,,,
Chicago City,Asbury Plaza,750 N. Dearborn Street,Chicago,IL,60654,267,Not Serviced,,Apartment,Not Serviced,,,3830,No Sale,"Metsa, Lori",9/16/2012,415413,New Build,,No Right To Service,Competitive Service Offering
Chicago City,Ashburn Station,3785 - 3811 W. Columbus,Chicago,IL,60652,26,Retail,Active,Condominium,>24,9/2/2023,9/2/2008,989E,Completed,"Neufeld, Richard",11/19/2008,359456,New Build,,,
Chicago City,Ashland Apartments,9101 - 9109 S. Ashland Avenue,Chicago,IL,60620,36,Retail,Active,Apartment,>24,3/30/2026,3/30/2011,453L,Completed,"Butler, David",3/30/2011,407522,Renewal,340 unit portfolio,,
Chicago City,Ashland Commons,7722-7734 N. Ashland Avenue,Chicago,IL,60626,25,Retail,Active,Apartment,>24,4/1/2023,4/1/2013,564B,Completed,"Metzer, Joshua",4/19/2013,421211,New Build,"Spoke with David Shin, their attorney's may want language changes, he will have more details next week.",,
Chicago City,Ashland Manor,4874 - 4880 N. Ashland Avenue,Chicago,IL,60640,31,Retail,Active,Apartment,Auto-Renewed,1/1/2016,1/1/2011,569P,Negotiating,"Perry, Kay'elen",9/14/2015,408804,Renewal,,,
Chicago City,Astor Banks Condominiums,1325 North. Astor Street,Chicago,IL,60610,13,Bulk,Active,Condominium,Auto-Renewed,9/1/2016,9/1/2015,640E,Unassigned,,1/23/2014,9811,Renewal,"Letter sent 1/10/13. JM 10/29 - Currently in bulk contract on auto-renewal, expires 9/1/2013, OPPORTUNITY.",,
Chicago City,Astor House,1246 W. Pratt Boulevard,Chicago,IL,60626,127,Retail,Active,Senior Apartments,>12<=24,7/10/2017,7/10/2007,737W,Contact Made,"Herreweyers, Joe",8/11/2015,270105,Renewal,,,
Chicago City,Astor House,1340 N. Astor Street,Chicago,IL,60610,216,Bulk,Active,Apartment,>12<=24,8/31/2017,8/31/2012,643E,Completed,"Butler, David",9/6/2012,10953,Renewal,,,
Chicago City,Astor Plaza Condominiums,39 E. Schiller,Chicago,IL,60610,8,Retail,Active,Condominium,Auto-Renewed,4/10/2016,4/10/2015,661E,,,,9273,,,,
Chicago City,Astor Terrace Condominiums,1450 N. Astor Street,Chicago,IL,60610,52,Not Serviced,,Condominium,Not Serviced,,,4510,Negotiating,"Herreweyers, Joe",9/9/2015,9816,Win Back,Older Demographics. RCN provides signature and two boxes in their renewal.,,
Chicago City,Astor Tower Condominiums,1300 N. Astor Street,Chicago,IL,60610,74,Bulk,Active,Condominium,>24,10/16/2017,10/16/2007,642E,,,,72527,,,,
Chicago City,Astor Villa Condominiums,1430 N. Astor Street,Chicago,IL,60610,49,Bulk,Active,Condominium,>24,1/1/2022,1/1/2015,660E,Completed,"Metzer, Joshua",12/17/2014,16137,Renewal,Sent bulk double play proposal 10/8.,,
Chicago City,Astoria Tower,8 East 9th Street,Chicago,IL,60605,248,Bulk,Active,Condominium,>24,11/15/2017,11/15/2012,383L,Completed,"Kelly, Tricia",11/21/2012,294519,Renewal,,,
Chicago City,Atrium Lofts Condominiums,4101 S. Michigan,Chicago,IL,60653,42,Retail,Active,Condominium,>12<=24,7/25/2017,7/25/2002,351L,No Sale,"Cesario, James",5/5/2014,73522,Renewal,"Bulk expired, Board in financial mess due to foreclosures of several units. May seek de bulk","Service, No New Agreement",Other...
Chicago City,Atrium Village,300 W. Hill Street,Chicago,IL,60610,1500,Not Serviced,,Apartment,Not Serviced,,,,,,,416315,,,,
Chicago City,Atrium West Apartments I,5908 W. 55th Street,Chicago,IL,60638,43,Retail,Expired,Apartment,Expired,9/20/2005,9/20/2004,766S,Unassigned,,10/29/2013,10874,Renewal,,,
Chicago City,Atrium West Apartments II,5920 W. 55th Street,Chicago,IL,60638,43,Retail,Expired,Apartment,Expired,9/20/2006,9/20/2001,765S,Unassigned,,10/29/2013,10873,Renewal,,,
Chicago City,Auburn Commons,1626 W. 87th Street,Chicago,IL,60620,72,Retail,Active,Condominium,>24,5/8/2018,5/8/2003,987S,,,,72601,,,,
